timestamp,turbine_id,power,wind_speed,temperature
2026-01-25 00:00:00,1,0.9766666666666666,11.616666666666667,-1.9349999999999998
2026-01-25 01:00:00,1,0.6383333333333333,8.868333333333334,-4.931666666666667
2026-01-25 02:00:00,1,0.295,6.371666666666667,-5.845
2026-01-25 03:00:00,1,0.49500000000000005,7.826666666666667,-5.3500000000000005
2026-01-25 04:00:00,1,0.5533333333333333,8.193333333333333,-4.028333333333333
2026-01-25 05:00:00,1,0.13166666666666668,5.253333333333333,-4.141666666666667
2026-01-25 06:00:00,1,0.023333333333333334,3.02,-3.5483333333333333
2026-01-25 07:00:00,1,0.35833333333333334,7.31,-3.59
2026-01-25 08:00:00,1,0.35333333333333333,7.208333333333333,-4.733333333333333
2026-01-25 09:00:00,1,0.14666666666666667,6.0683333333333325,-3.8200000000000003
2026-01-25 10:00:00,1,0.06666666666666667,4.72,-2.5833333333333335
2026-01-25 11:00:00,1,0.008333333333333333,2.625,-0.9700000000000001
2026-01-25 12:00:00,1,0.01,3.098333333333333,0.07833333333333332
2026-01-25 13:00:00,1,0.01,2.6166666666666667,1.23
2026-01-25 14:00:00,1,0.01,1.8533333333333335,2.435
2026-01-25 15:00:00,1,0.01,2.901666666666667,1.99
2026-01-25 16:00:00,1,0.01,1.8983333333333334,1.82
2026-01-25 17:00:00,1,0.01,2.1366666666666667,1.4649999999999999
2026-01-25 18:00:00,1,0.01,2.1133333333333333,0.25333333333333335
2026-01-25 19:00:00,1,0.03666666666666667,3.361666666666667,-0.44
2026-01-25 20:00:00,1,0.14833333333333334,5.835,-0.7050000000000001
2026-01-25 21:00:00,1,0.20166666666666666,6.1866666666666665,-3.105
2026-01-25 22:00:00,1,0.33666666666666667,6.8500000000000005,-4.255
2026-01-25 23:00:00,1,0.61,8.146666666666667,-3.776666666666667
2026-01-26 00:00:00,1,0.26833333333333337,6.398333333333333,-3.945
2026-01-26 01:00:00,1,0.22833333333333336,6.141666666666667,-4.995
2026-01-26 02:00:00,1,0.295,6.653333333333333,-4.765
2026-01-26 03:00:00,1,0.30666666666666664,6.5566666666666675,-4.998333333333334
2026-01-26 04:00:00,1,0.27666666666666667,6.611666666666667,-5.875
2026-01-26 05:00:00,1,0.6033333333333334,8.241666666666667,-5.4383333333333335
2026-01-26 06:00:00,1,0.2916666666666667,6.488333333333333,-5.493333333333333
2026-01-26 07:00:00,1,0.2733333333333334,6.378333333333334,-4.648333333333333
2026-01-26 08:00:00,1,0.3133333333333333,6.666666666666667,-3.8049999999999997
2026-01-26 09:00:00,1,0.2383333333333333,6.341666666666666,-3.5766666666666667
2026-01-26 10:00:00,1,0.24333333333333332,6.3500000000000005,-1.6216666666666668
2026-01-26 11:00:00,1,0.4766666666666666,7.658333333333334,1.2366666666666666
2026-01-26 12:00:00,1,0.7983333333333333,9.691666666666666,2.6533333333333333
2026-01-26 13:00:00,1,0.7933333333333333,9.578333333333333,3.655
2026-01-26 14:00:00,1,0.7600000000000001,9.436666666666667,4.375
2026-01-26 15:00:00,1,0.6716666666666667,9.006666666666666,4.86
2026-01-26 16:00:00,1,0.6133333333333333,8.663333333333332,4.455
2026-01-26 17:00:00,1,0.39999999999999997,7.071666666666666,2.8633333333333333
2026-01-26 18:00:00,1,0.5,7.585,1.3483333333333334
2026-01-26 19:00:00,1,0.775,9.248333333333333,1.17
2026-01-26 20:00:00,1,0.29833333333333334,6.1433333333333335,0.2916666666666667
2026-01-26 21:00:00,1,0.16833333333333333,4.911666666666666,-1.6600000000000001
